STT,SHS,SBD,Họ và tên,GT,Ngày sinh,NV1,NV2,Tiếng Anh,Toán 1,Ngữ văn,Hóa học,Tin học,Vật lý,Sinh học,Toán 2,Kết luận,SĐT,Trạng thái,Mã định danh
259,1444,1757,Nguyễn Văn 265,,17/06/2010,Chuyên toán học,,9.75,7.5,8.75,,,,,5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
262,1650,613,Nguyễn Văn 266,,18/06/2010,Chuyên toán học,,9,7.5,8.25,,,,,3.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
263,1653,2621,Nguyễn Văn 267,Nữ,09/10/2010,Chuyên toán học,,9.25,7.5,9.25,,,,,4.75,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
264,1666,1575,Nguyễn Văn 268,Nữ,22/11/2009,Chuyên tin học (thi Toán),,10,7.5,8,,,,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
265,1682,1334,Nguyễn Văn 269,,10/04/2010,Chuyên toán học,,9,7.5,8.25,,,,,1.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
266,1811,743,Nguyễn Văn 270,Nữ,27/03/2010,Chuyên toán học,,10,7.5,8,,,,,3,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
268,1859,2707,Nguyễn Văn 271,,19/10/2010,Chuyên toán học,,9.5,7.25,7.5,,,,,5.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
269,1894,2687,Nguyễn Văn 272,,07/01/2010,Chuyên hóa học,Chuyên toán học,9,8.5,8,2.75,,,,5.25,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
270,1900,607,Nguyễn Văn 273,,07/07/2010,Chuyên toán học,,8.75,6.5,8.5,,,,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
271,2025,2130,Nguyễn Văn 274,,22/11/2010,Chuyên toán học,,9.75,6.5,8.5,,,,,5.75,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
272,2118,1432,Nguyễn Văn 275,,21/02/2010,Chuyên tin học (thi Toán),,10,7.5,8.25,,,,,5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
273,2148,1329,Nguyễn Văn 276,,25/02/2010,Chuyên tin học (thi Toán),,9.5,8,7.5,,,,,5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
274,2168,1123,Nguyễn Văn 277,,02/05/2010,Chuyên tin học (thi Toán),,8.25,7.5,9,,,,,2,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
275,2203,1769,Nguyễn Văn 278,,26/03/2010,Chuyên tin học (thi Toán),,9.5,6.5,8.25,,,,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
276,2298,1642,Nguyễn Văn 279,,10/01/2010,Chuyên tin học (thi Toán),,9.25,7,8.25,,,,,3.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
277,2377,2188,Nguyễn Văn 280,,30/11/2010,Chuyên tin học (thi Toán),,9.75,5,8,,,,,0.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
279,2626,626,Nguyễn Văn 281,,13/09/2010,Chuyên toán học,,9.5,7.5,8.75,,,,,4,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
280,2638,1737,Nguyễn Văn 282,,13/03/2010,Chuyên tin học (thi Toán),,9.75,7,8.5,,,,,5.25,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
281,2654,2257,Nguyễn Văn 283,Nữ,22/03/2010,Chuyên toán học,,9,7.5,7.5,,,,,5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
282,2748,2325,Nguyễn Văn 284,,02/01/2010,Chuyên toán học,,9,6.5,7.75,,,,,6.25,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
283,2901,2253,Nguyễn Văn 285,Nữ,16/02/2010,Chuyên toán học,,9.75,7,8,,,,,3,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
284,2909,977,Nguyễn Văn 286,,04/12/2010,Chuyên toán học,,10,7,8,,,,,5.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
285,2936,266,Nguyễn Văn 287,,03/07/2010,Chuyên toán học,,10,7.5,8.25,,,,,5.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
286,3169,1194,Nguyễn Văn 288,,17/10/2010,Chuyên tin học (thi Toán),,9.75,7.5,7.75,,,,,5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
287,3201,884,Nguyễn Văn 289,,02/09/2010,Chuyên tin học (thi Toán),,9,8,9,,,,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
288,3270,454,Nguyễn Văn 290,,12/01/2010,Chuyên tin học (thi Toán),,9.25,7.5,8,,,,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
290,3432,1018,Nguyễn Văn 291,,13/01/2010,Chuyên toán học,,7.25,7.5,6.5,,,,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
291,132,1722,Nguyễn Văn 292,,21/05/2010,Chuyên vật lý,,10,7,8,,,3,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
292,159,1741,Nguyễn Văn 293,,27/04/2010,Chuyên vật lý,,9.75,6,8.25,,,4.75,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
293,184,635,Nguyễn Văn 294,,12/01/2010,Chuyên vật lý,,10,6,8.5,,,4.75,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
294,243,1546,Nguyễn Văn 295,,14/01/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.25,5,9,,,4,,1.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
295,244,2221,Nguyễn Văn 296,,11/11/2010,Chuyên vật lý,,9.75,6,8.5,,,5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
296,250,1112,Nguyễn Văn 297,,03/07/2010,Chuyên vật lý,,9.75,5,5.5,,,5.75,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
297,301,1353,Nguyễn Văn 298,,18/01/2010,Chuyên vật lý,,10,5,7.75,,,4,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
298,515,1997,Nguyễn Văn 299,Nữ,10/06/2010,Chuyên vật lý,,9.75,6,8.25,,,4.75,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
299,553,869,Nguyễn Văn 300,,12/04/2010,Chuyên vật lý,,9.75,6,8,,,5.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
300,556,569,Nguyễn Văn 301,,27/01/2010,Chuyên vật lý,,9.5,4.5,8.75,,,6,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
301,581,1736,Nguyễn Văn 302,,27/01/2010,Chuyên vật lý,Chuyên tin học (thi Toán),7.25,7.5,8.5,,,4,,4.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
302,654,222,Nguyễn Văn 303,,23/12/2010,Chuyên vật lý,,9.5,6.5,8.25,,,4,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
303,737,1053,Nguyễn Văn 304,,01/10/2010,Chuyên vật lý,,10,5.5,8,,,5.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
304,870,230,Nguyễn Văn 305,,15/11/2010,Chuyên vật lý,Chuyên sinh học,10,4,8,,,3.5,0,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
305,905,1042,Nguyễn Văn 306,,02/01/2010,Chuyên vật lý,,9.75,5.5,7.25,,,5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
306,1005,1822,Nguyễn Văn 307,Nữ,13/08/2010,Chuyên vật lý,,9,3.5,7.5,,,4,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
307,1043,1675,Nguyễn Văn 308,,03/06/2010,Chuyên vật lý,Chuyên tin học (thi Toán),10,5,8.25,,,5.25,,0,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
308,1054,2297,Nguyễn Văn 309,,09/08/2010,Chuyên vật lý,,9.5,6,7.75,,,5.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
309,1061,555,Nguyễn Văn 310,,20/03/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.25,6,8,,,4,,0,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
311,1439,1827,Nguyễn Văn 311,,26/08/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.75,7,7.5,,,4.5,,1.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
312,1456,589,Nguyễn Văn 312,,15/06/2010,Chuyên vật lý,,9,3,6.5,,,6.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
313,1469,1901,Nguyễn Văn 313,Nữ,10/06/2010,Chuyên vật lý,,9.75,7,8.5,,,3.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
314,1487,258,Nguyễn Văn 314,,16/01/2010,Chuyên vật lý,,9.75,6,6,,,5.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
315,1554,305,Nguyễn Văn 315,,28/01/2010,Chuyên vật lý,,9,4.5,8.5,,,6,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
316,1568,835,Nguyễn Văn 316,Nữ,15/10/2010,Chuyên vật lý,,8.75,5,8,,,2,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
317,1665,720,Nguyễn Văn 317,,06/04/2010,Chuyên vật lý,,9.75,4.5,6.75,,,5.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
318,1670,77,Nguyễn Văn 318,,07/02/2010,Chuyên vật lý,,10,7.5,7.75,,,4,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
319,1772,2480,Nguyễn Văn 319,,12/10/2010,Chuyên vật lý,,9.5,5,7,,,3.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
320,1847,1810,Nguyễn Văn 320,,07/08/2010,Chuyên vật lý,Chuyên tin học (thi Toán),10,6,8.5,,,4.75,,3,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
321,2079,1389,Nguyễn Văn 321,,06/10/2010,Chuyên vật lý,,9.75,6,8.5,,,3.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
322,2089,327,Nguyễn Văn 322,,02/01/2010,Chuyên vật lý,,9,4.5,7.5,,,4.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
323,2094,523,Nguyễn Văn 323,,07/06/2010,Chuyên vật lý,,9.25,6.5,8.5,,,4.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
324,2172,547,Nguyễn Văn 324,,08/10/2010,Chuyên vật lý,,8,6.5,7.75,,,5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
325,2174,29,Nguyễn Văn 325,Nữ,23/08/2010,Chuyên vật lý,,9.25,4.5,8.25,,,5.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
326,2233,1164,Nguyễn Văn 326,,27/08/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.5,7.5,6.5,,,4,,2.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
327,2266,1252,Nguyễn Văn 327,,19/07/2010,Chuyên vật lý,,9.75,6.5,8,,,4.75,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
328,2313,127,Nguyễn Văn 328,Nữ,21/03/2010,Chuyên vật lý,,10,5.5,6.75,,,3.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
329,2434,2500,Nguyễn Văn 329,,26/07/2010,Chuyên tin học (thi Toán),Chuyên vật lý,9,6,8.25,,,2.25,,2.5,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
330,2452,2064,Nguyễn Văn 330,,12/09/2010,Chuyên vật lý,,10,6.5,8.25,,,5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
331,2615,501,Nguyễn Văn 331,,02/02/2010,Chuyên vật lý,,9.5,7.5,8,,,4.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
332,2721,2347,Nguyễn Văn 332,,18/01/2010,Chuyên vật lý,,9.25,4.5,8.25,,,5.5,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
333,2915,741,Nguyễn Văn 333,Nữ,29/06/2010,Chuyên vật lý,,10,6,8,,,5.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
334,2956,1764,Nguyễn Văn 334,,30/09/2010,Chuyên vật lý,,10,6.5,7.5,,,4.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
335,3183,2322,Nguyễn Văn 335,Nữ,25/06/2010,Chuyên vật lý,,9.25,6,8,,,4.25,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
336,3592,124,Nguyễn Văn 336,,30/05/2010,Chuyên vật lý,,9,6.5,8.25,,,4.75,,,,984640899,KHÔNG THAY ĐỔI ĐIỂM SAU PHÚC KHẢO,123456789
